eating_candy,cheerfulness,agitation,concentration,rumination,self_worth
-0.148587693,-0.261193892,0.406240844,-0.402774653,1.243246278,-0.290683927
-0.147800574,-0.260978018,0.40559052,-0.402511306,1.24133343,-0.290182362
-0.147013455,-0.260762144,0.404940196,-0.40224796,1.239420582,-0.289680797
-0.146226336,-0.260546269,0.404289872,-0.401984613,1.237507734,-0.289179232
-0.145439216,-0.260330395,0.403639548,-0.401721267,1.235594886,-0.288677667
-0.144652097,-0.260114521,0.402989224,-0.40145792,1.233682038,-0.288176102
-0.143864978,-0.259898647,0.402338899,-0.401194573,1.231769189,-0.287674537
-0.143077859,-0.259682772,0.401688575,-0.400931227,1.229856341,-0.287172972
-0.14229074,-0.259466898,0.401038251,-0.40066788,1.227943493,-0.286671407
-0.141503621,-0.259251024,0.400387927,-0.400404534,1.226030645,-0.286169842
-0.140716502,-0.25903515,0.399737603,-0.400141187,1.224117797,-0.285668277
-0.139929383,-0.258819275,0.399087279,-0.399877841,1.222204949,-0.285166712
-0.139142264,-0.258603401,0.398436955,-0.399614494,1.220292101,-0.284665147
-0.138355145,-0.258387527,0.397786631,-0.399351148,1.218379253,-0.284163582
-0.137568026,-0.258171653,0.397136306,-0.399087801,1.216466405,-0.283662017
-0.136780907,-0.257955779,0.396485982,-0.398824455,1.214553557,-0.283160452
-0.135993788,-0.257739904,0.395835658,-0.398561108,1.212640709,-0.282658887
-0.135206669,-0.25752403,0.395185334,-0.398297761,1.210727861,-0.282157322
-0.13441955,-0.257308156,0.39453501,-0.398034415,1.208815013,-0.281655757
-0.133632431,-0.257092282,0.393884686,-0.397771068,1.206902164,-0.281154192
-0.132845312,-0.256876407,0.393234362,-0.397507722,1.204989316,-0.280652626
-0.132058193,-0.256660533,0.392584038,-0.397244375,1.203076468,-0.280151061
-0.131271074,-0.256444659,0.391933713,-0.396981029,1.20116362,-0.279649496
-0.130483955,-0.256228785,0.391283389,-0.396717682,1.199250772,-0.279147931
-0.129696835,-0.25601291,0.390633065,-0.396454336,1.197337924,-0.278646366
-0.128909716,-0.255797036,0.389982741,-0.396190989,1.195425076,-0.278144801
-0.128122597,-0.255581162,0.389332417,-0.395927643,1.193512228,-0.277643236
-0.127335478,-0.255365288,0.388682093,-0.395664296,1.19159938,-0.277141671
-0.126548359,-0.255149413,0.388031769,-0.395400949,1.189686532,-0.276640106
-0.12576124,-0.254933539,0.387381445,-0.395137603,1.187773684,-0.276138541
-0.124974121,-0.254717665,0.38673112,-0.394874256,1.185860836,-0.275636976
-0.124187002,-0.254501791,0.386080796,-0.39461091,1.183947988,-0.275135411
-0.123399883,-0.254285916,0.385430472,-0.394347563,1.182035139,-0.274633846
-0.122612764,-0.254070042,0.384780148,-0.394084217,1.180122291,-0.274132281
-0.121825645,-0.253854168,0.384129824,-0.39382087,1.178209443,-0.273630716
-0.121038526,-0.253638294,0.3834795,-0.393557524,1.176296595,-0.273129151
-0.120251407,-0.253422419,0.382829176,-0.393294177,1.174383747,-0.272627586
-0.119464288,-0.253206545,0.382178851,-0.39303083,1.172470899,-0.272126021
-0.118677169,-0.252990671,0.381528527,-0.392767484,1.170558051,-0.271624456
-0.11789005,-0.252774797,0.380878203,-0.392504137,1.168645203,-0.271122891
-0.117102931,-0.252558923,0.380227879,-0.392240791,1.166732355,-0.270621326
-0.116315812,-0.252343048,0.379577555,-0.391977444,1.164819507,-0.270119761
-0.115528693,-0.252127174,0.378927231,-0.391714098,1.162906659,-0.269618196
-0.114741574,-0.2519113,0.378276907,-0.391450751,1.160993811,-0.269116631
-0.113954454,-0.251695426,0.377626583,-0.391187405,1.159080963,-0.268615066
-0.113167335,-0.251479551,0.376976258,-0.390924058,1.157168115,-0.268113501
-0.112380216,-0.251263677,0.376325934,-0.390660712,1.155255266,-0.267611936
-0.111593097,-0.251047803,0.37567561,-0.390397365,1.153342418,-0.267110371
-0.110805978,-0.250831929,0.375025286,-0.390134018,1.15142957,-0.266608806
-0.110018859,-0.250616054,0.374374962,-0.389870672,1.149516722,-0.266107241
-0.10923174,-0.25040018,0.373724638,-0.389607325,1.147603874,-0.265605676
-0.108444621,-0.250184306,0.373074314,-0.389343979,1.145691026,-0.265104111
-0.107657502,-0.249968432,0.37242399,-0.389080632,1.143778178,-0.264602546
-0.106870383,-0.249752557,0.371773665,-0.388817286,1.14186533,-0.264100981
-0.106083264,-0.249536683,0.371123341,-0.388553939,1.139952482,-0.263599416
-0.105296145,-0.249320809,0.370473017,-0.388290593,1.138039634,-0.263097851
-0.104509026,-0.249104935,0.369822693,-0.388027246,1.136126786,-0.262596285
-0.103721907,-0.24888906,0.369172369,-0.3877639,1.134213938,-0.26209472
-0.102934788,-0.248673186,0.368522045,-0.387500553,1.13230109,-0.261593155
-0.102147669,-0.248457312,0.367871721,-0.387237206,1.130388241,-0.26109159
-0.10136055,-0.248241438,0.367221397,-0.38697386,1.128475393,-0.260590025
-0.100573431,-0.248025563,0.366571072,-0.386710513,1.126562545,-0.26008846
-0.099786312,-0.247809689,0.365920748,-0.386447167,1.124649697,-0.259586895
-0.098999193,-0.247593815,0.365270424,-0.38618382,1.122736849,-0.25908533
-0.098212074,-0.247377941,0.3646201,-0.385920474,1.120824001,-0.258583765
-0.097424954,-0.247162067,0.363969776,-0.385657127,1.118911153,-0.2580822
-0.096637835,-0.246946192,0.363319452,-0.385393781,1.116998305,-0.257580635
-0.095850716,-0.246730318,0.362669128,-0.385130434,1.115085457,-0.25707907
-0.095063597,-0.246514444,0.362018804,-0.384867087,1.113172609,-0.256577505
-0.094276478,-0.24629857,0.361368479,-0.384603741,1.111259761,-0.25607594
-0.093489359,-0.246082695,0.360718155,-0.384340394,1.109346913,-0.255574375
-0.09270224,-0.245866821,0.360067831,-0.384077048,1.107434065,-0.25507281
-0.091915121,-0.245650947,0.359417507,-0.383813701,1.105521216,-0.254571245
-0.091128002,-0.245435073,0.358767183,-0.383550355,1.103608368,-0.25406968
-0.090340883,-0.245219198,0.358116859,-0.383287008,1.10169552,-0.253568115
-0.089553764,-0.245003324,0.357466535,-0.383023662,1.099782672,-0.25306655
-0.088766645,-0.24478745,0.356816211,-0.382760315,1.097869824,-0.252564985
-0.087979526,-0.244571576,0.356165886,-0.382496969,1.095956976,-0.25206342
-0.087192407,-0.244355701,0.355515562,-0.382233622,1.094044128,-0.251561855
-0.086405288,-0.244139827,0.354865238,-0.381970275,1.09213128,-0.25106029
-0.085618169,-0.243923953,0.354214914,-0.381706929,1.090218432,-0.250558725
-0.08483105,-0.243708079,0.35356459,-0.381443582,1.088305584,-0.25005716
-0.084043931,-0.243492204,0.352914266,-0.381180236,1.086392736,-0.249555595
-0.083256812,-0.24327633,0.352263942,-0.380916889,1.084479888,-0.24905403
-0.082469693,-0.243060456,0.351613617,-0.380653543,1.08256704,-0.248552465
-0.081682573,-0.242844582,0.350963293,-0.380390196,1.080654191,-0.2480509
-0.080895454,-0.242628708,0.350312969,-0.38012685,1.078741343,-0.247549335
-0.080108335,-0.242412833,0.349662645,-0.379863503,1.076828495,-0.24704777
-0.079321216,-0.242196959,0.349012321,-0.379600157,1.074915647,-0.246546205
-0.078534097,-0.241981085,0.348361997,-0.37933681,1.073002799,-0.24604464
-0.077746978,-0.241765211,0.347711673,-0.379073463,1.071089951,-0.245543075
-0.076959859,-0.241549336,0.347061349,-0.378810117,1.069177103,-0.24504151
-0.07617274,-0.241333462,0.346411024,-0.37854677,1.067264255,-0.244539945
-0.075385621,-0.241117588,0.3457607,-0.378283424,1.065351407,-0.244038379
-0.074598502,-0.240901714,0.345110376,-0.378020077,1.063438559,-0.243536814
-0.073811383,-0.240685839,0.344460052,-0.377756731,1.061525711,-0.243035249
-0.073024264,-0.240469965,0.343809728,-0.377493384,1.059612863,-0.242533684
-0.072237145,-0.240254091,0.343159404,-0.377230038,1.057700015,-0.242032119
-0.071450026,-0.240038217,0.34250908,-0.376966691,1.055787167,-0.241530554
-0.070662907,-0.239822342,0.341858756,-0.376703344,1.053874318,-0.241028989
-0.069875788,-0.239606468,0.341208431,-0.376439998,1.05196147,-0.240527424
-0.069088669,-0.239390594,0.340558107,-0.376176651,1.050048622,-0.240025859
-0.06830155,-0.23917472,0.339907783,-0.375913305,1.048135774,-0.239524294
-0.067514431,-0.238958845,0.339257459,-0.375649958,1.046222926,-0.239022729
-0.066727312,-0.238742971,0.338607135,-0.375386612,1.044310078,-0.238521164
-0.065940192,-0.238527097,0.337956811,-0.375123265,1.04239723,-0.238019599
-0.065153073,-0.238311223,0.337306487,-0.374859919,1.040484382,-0.237518034
-0.064365954,-0.238095348,0.336656163,-0.374596572,1.038571534,-0.237016469
-0.063578835,-0.237879474,0.336005838,-0.374333226,1.036658686,-0.236514904
-0.062791716,-0.2376636,0.335355514,-0.374069879,1.034745838,-0.236013339
-0.062004597,-0.237447726,0.33470519,-0.373806532,1.03283299,-0.235511774
-0.061217478,-0.237231852,0.334054866,-0.373543186,1.030920142,-0.235010209
-0.060430359,-0.237015977,0.333404542,-0.373279839,1.029007293,-0.234508644
-0.05964324,-0.236800103,0.332754218,-0.373016493,1.027094445,-0.234007079
-0.058856121,-0.236584229,0.332103894,-0.372753146,1.025181597,-0.233505514
-0.058069002,-0.236368355,0.33145357,-0.3724898,1.023268749,-0.233003949
-0.057281883,-0.23615248,0.330803245,-0.372226453,1.021355901,-0.232502384
-0.056494764,-0.235936606,0.330152921,-0.371963107,1.019443053,-0.232000819
-0.055707645,-0.235720732,0.329502597,-0.37169976,1.017530205,-0.231499254
-0.054920526,-0.235504858,0.328852273,-0.371436413,1.015617357,-0.230997689
-0.054133407,-0.235288983,0.328201949,-0.371173067,1.013704509,-0.230496124
-0.053346288,-0.235073109,0.327551625,-0.37090972,1.011791661,-0.229994559
-0.052559169,-0.234857235,0.326901301,-0.370646374,1.009878813,-0.229492994
-0.05177205,-0.234641361,0.326250976,-0.370383027,1.007965965,-0.228991429
-0.050984931,-0.234425486,0.325600652,-0.370119681,1.006053117,-0.228489864
-0.050197812,-0.234209612,0.324950328,-0.369856334,1.004140268,-0.227988299
-0.049410692,-0.233993738,0.324300004,-0.369592988,1.00222742,-0.227486734
-0.048623573,-0.233777864,0.32364968,-0.369329641,1.000314572,-0.226985169
-0.047836454,-0.233561989,0.322999356,-0.369066295,0.998401724,-0.226483604
-0.047049335,-0.233346115,0.322349032,-0.368802948,0.996488876,-0.225982038
-0.046262216,-0.233130241,0.321698708,-0.368539601,0.994576028,-0.225480473
-0.045475097,-0.232914367,0.321048383,-0.368276255,0.99266318,-0.224978908
-0.044687978,-0.232698492,0.320398059,-0.368012908,0.990750332,-0.224477343
-0.043900859,-0.232482618,0.319747735,-0.367749562,0.988837484,-0.223975778
-0.04311374,-0.232266744,0.319097411,-0.367486215,0.986924636,-0.223474213
-0.042326621,-0.23205087,0.318447087,-0.367222869,0.985011788,-0.222972648
-0.041539502,-0.231834996,0.317796763,-0.366959522,0.98309894,-0.222471083
-0.040752383,-0.231619121,0.317146439,-0.366696176,0.981186092,-0.221969518
-0.039965264,-0.231403247,0.316496115,-0.366432829,0.979273244,-0.221467953
-0.039178145,-0.231187373,0.31584579,-0.366169483,0.977360395,-0.220966388
-0.038391026,-0.230971499,0.315195466,-0.365906136,0.975447547,-0.220464823
-0.037603907,-0.230755624,0.314545142,-0.365642789,0.973534699,-0.219963258
-0.036816788,-0.23053975,0.313894818,-0.365379443,0.971621851,-0.219461693
-0.036029669,-0.230323876,0.313244494,-0.365116096,0.969709003,-0.218960128
-0.03524255,-0.230108002,0.31259417,-0.36485275,0.967796155,-0.218458563
-0.034455431,-0.229892127,0.311943846,-0.364589403,0.965883307,-0.217956998
-0.033668311,-0.229676253,0.311293522,-0.364326057,0.963970459,-0.217455433
-0.032881192,-0.229460379,0.310643197,-0.36406271,0.962057611,-0.216953868
-0.032094073,-0.229244505,0.309992873,-0.363799364,0.960144763,-0.216452303
-0.031306954,-0.22902863,0.309342549,-0.363536017,0.958231915,-0.215950738
-0.030519835,-0.228812756,0.308692225,-0.36327267,0.956319067,-0.215449173
-0.029732716,-0.228596882,0.308041901,-0.363009324,0.954406219,-0.214947608
-0.028945597,-0.228381008,0.307391577,-0.362745977,0.95249337,-0.214446043
-0.028158478,-0.228165133,0.306741253,-0.362482631,0.950580522,-0.213944478
-0.027371359,-0.227949259,0.306090929,-0.362219284,0.948667674,-0.213442913
-0.02658424,-0.227733385,0.305440604,-0.361955938,0.946754826,-0.212941348
-0.025797121,-0.227517511,0.30479028,-0.361692591,0.944841978,-0.212439783
-0.025010002,-0.227301636,0.304139956,-0.361429245,0.94292913,-0.211938218
-0.024222883,-0.227085762,0.303489632,-0.361165898,0.941016282,-0.211436653
-0.023435764,-0.226869888,0.302839308,-0.360902552,0.939103434,-0.210935088
-0.022648645,-0.226654014,0.302188984,-0.360639205,0.937190586,-0.210433523
-0.021861526,-0.22643814,0.30153866,-0.360375858,0.935277738,-0.209931958
-0.021074407,-0.226222265,0.300888336,-0.360112512,0.93336489,-0.209430393
-0.020287288,-0.226006391,0.300238011,-0.359849165,0.931452042,-0.208928828
-0.019500169,-0.225790517,0.299587687,-0.359585819,0.929539194,-0.208427263
-0.01871305,-0.225574643,0.298937363,-0.359322472,0.927626345,-0.207925697
-0.01792593,-0.225358768,0.298287039,-0.359059126,0.925713497,-0.207424132
-0.017138811,-0.225142894,0.297636715,-0.358795779,0.923800649,-0.206922567
-0.016351692,-0.22492702,0.296986391,-0.358532433,0.921887801,-0.206421002
-0.015564573,-0.224711146,0.296336067,-0.358269086,0.919974953,-0.205919437
-0.014777454,-0.224495271,0.295685742,-0.35800574,0.918062105,-0.205417872
-0.013990335,-0.224279397,0.295035418,-0.357742393,0.916149257,-0.204916307
-0.013203216,-0.224063523,0.294385094,-0.357479046,0.914236409,-0.204414742
-0.012416097,-0.223847649,0.29373477,-0.3572157,0.912323561,-0.203913177
-0.011628978,-0.223631774,0.293084446,-0.356952353,0.910410713,-0.203411612
-0.010841859,-0.2234159,0.292434122,-0.356689007,0.908497865,-0.202910047
-0.01005474,-0.223200026,0.291783798,-0.35642566,0.906585017,-0.202408482
-0.009267621,-0.222984152,0.291133474,-0.356162314,0.904672169,-0.201906917
-0.008480502,-0.222768277,0.290483149,-0.355898967,0.902759321,-0.201405352
-0.007693383,-0.222552403,0.289832825,-0.355635621,0.900846472,-0.200903787
-0.006906264,-0.222336529,0.289182501,-0.355372274,0.898933624,-0.200402222
-0.006119145,-0.222120655,0.288532177,-0.355108927,0.897020776,-0.199900657
-0.005332026,-0.22190478,0.287881853,-0.354845581,0.895107928,-0.199399092
-0.004544907,-0.221688906,0.287231529,-0.354582234,0.89319508,-0.198897527
-0.003757788,-0.221473032,0.286581205,-0.354318888,0.891282232,-0.198395962
-0.002970669,-0.221257158,0.285930881,-0.354055541,0.889369384,-0.197894397
-0.002183549,-0.221041284,0.285280556,-0.353792195,0.887456536,-0.197392832
-0.00139643,-0.220825409,0.284630232,-0.353528848,0.885543688,-0.196891267
-0.000609311,-0.220609535,0.283979908,-0.353265502,0.88363084,-0.196389702
0.000177808,-0.220393661,0.283329584,-0.353002155,0.881717992,-0.195888137
0.000964927,-0.220177787,0.28267926,-0.352738809,0.879805144,-0.195386572
0.002539165,-0.219746038,0.281378612,-0.352212115,0.875979447,-0.194383442
0.002539165,-0.219746038,0.281378612,-0.352212115,0.875979447,-0.194383442
0.002492297,-0.219571699,0.280892176,-0.351864584,0.874488863,-0.194251223
0.002445429,-0.219397359,0.280405741,-0.351517053,0.87299828,-0.194119004
0.002398561,-0.21922302,0.279919306,-0.351169522,0.871507696,-0.193986785
0.002351694,-0.21904868,0.279432871,-0.350821991,0.870017112,-0.193854566
0.002304826,-0.218874341,0.278946436,-0.35047446,0.868526528,-0.193722347
0.002257958,-0.218700002,0.27846,-0.350126929,0.867035944,-0.193590129
0.00221109,-0.218525662,0.277973565,-0.349779398,0.86554536,-0.19345791
0.002164223,-0.218351323,0.27748713,-0.349431867,0.864054776,-0.193325691
0.002117355,-0.218176983,0.277000695,-0.349084335,0.862564192,-0.193193472
0.002070487,-0.218002644,0.27651426,-0.348736804,0.861073608,-0.193061253
0.002023619,-0.217828304,0.276027824,-0.348389273,0.859583024,-0.192929034
0.001976751,-0.217653965,0.275541389,-0.348041742,0.85809244,-0.192796816
0.001929884,-0.217479626,0.275054954,-0.347694211,0.856601856,-0.192664597
0.001883016,-0.217305286,0.274568519,-0.34734668,0.855111272,-0.192532378
0.001836148,-0.217130947,0.274082084,-0.346999149,0.853620688,-0.192400159
0.00178928,-0.216956607,0.273595648,-0.346651618,0.852130104,-0.19226794
0.001742412,-0.216782268,0.273109213,-0.346304087,0.85063952,-0.192135721
0.001695545,-0.216607928,0.272622778,-0.345956556,0.849148936,-0.192003502
0.001648677,-0.216433589,0.272136343,-0.345609024,0.847658352,-0.191871284
0.001601809,-0.21625925,0.271649908,-0.345261493,0.846167768,-0.191739065
0.001554941,-0.21608491,0.271163472,-0.344913962,0.844677184,-0.191606846
0.001508074,-0.215910571,0.270677037,-0.344566431,0.8431866,-0.191474627
0.001461206,-0.215736231,0.270190602,-0.3442189,0.841696016,-0.191342408
0.001414338,-0.215561892,0.269704167,-0.343871369,0.840205432,-0.191210189
0.00136747,-0.215387552,0.269217732,-0.343523838,0.838714848,-0.19107797
0.001320602,-0.215213213,0.268731296,-0.343176307,0.837224264,-0.190945752
0.001273735,-0.215038874,0.268244861,-0.342828776,0.83573368,-0.190813533
0.001226867,-0.214864534,0.267758426,-0.342481244,0.834243096,-0.190681314
0.001179999,-0.214690195,0.267271991,-0.342133713,0.832752512,-0.190549095
0.001133131,-0.214515855,0.266785555,-0.341786182,0.831261928,-0.190416876
0.001086263,-0.214341516,0.26629912,-0.341438651,0.829771344,-0.190284657
0.001039396,-0.214167176,0.265812685,-0.34109112,0.82828076,-0.190152438
0.000992528,-0.213992837,0.26532625,-0.340743589,0.826790176,-0.19002022
0.00094566,-0.213818498,0.264839815,-0.340396058,0.825299592,-0.189888001
0.000898792,-0.213644158,0.264353379,-0.340048527,0.823809008,-0.189755782
0.000851924,-0.213469819,0.263866944,-0.339700996,0.822318424,-0.189623563
0.000805057,-0.213295479,0.263380509,-0.339353465,0.82082784,-0.189491344
0.000758189,-0.21312114,0.262894074,-0.339005933,0.819337256,-0.189359125
0.000711321,-0.212946801,0.262407639,-0.338658402,0.817846673,-0.189226906
0.000664453,-0.212772461,0.261921203,-0.338310871,0.816356089,-0.189094688
0.000617586,-0.212598122,0.261434768,-0.33796334,0.814865505,-0.188962469
0.000570718,-0.212423782,0.260948333,-0.337615809,0.813374921,-0.18883025
0.00052385,-0.212249443,0.260461898,-0.337268278,0.811884337,-0.188698031
0.000476982,-0.212075103,0.259975463,-0.336920747,0.810393753,-0.188565812
0.000430114,-0.211900764,0.259489027,-0.336573216,0.808903169,-0.188433593
0.000383247,-0.211726425,0.259002592,-0.336225685,0.807412585,-0.188301374
0.000336379,-0.211552085,0.258516157,-0.335878153,0.805922001,-0.188169156
0.000289511,-0.211377746,0.258029722,-0.335530622,0.804431417,-0.188036937
0.000242643,-0.211203406,0.257543287,-0.335183091,0.802940833,-0.187904718
0.000195775,-0.211029067,0.257056851,-0.33483556,0.801450249,-0.187772499
0.000148908,-0.210854727,0.256570416,-0.334488029,0.799959665,-0.18764028
0.00010204,-0.210680388,0.256083981,-0.334140498,0.798469081,-0.187508061
5.52E-05,-0.210506049,0.255597546,-0.333792967,0.796978497,-0.187375843
8.30E-06,-0.210331709,0.25511111,-0.333445436,0.795487913,-0.187243624
-3.86E-05,-0.21015737,0.254624675,-0.333097905,0.793997329,-0.187111405
-8.54E-05,-0.20998303,0.25413824,-0.332750373,0.792506745,-0.186979186
-0.000132299,-0.209808691,0.253651805,-0.332402842,0.791016161,-0.186846967
-0.000179167,-0.209634351,0.25316537,-0.332055311,0.789525577,-0.186714748
-0.000226035,-0.209460012,0.252678934,-0.33170778,0.788034993,-0.186582529
-0.000272902,-0.209285673,0.252192499,-0.331360249,0.786544409,-0.186450311
-0.00031977,-0.209111333,0.251706064,-0.331012718,0.785053825,-0.186318092
-0.000366638,-0.208936994,0.251219629,-0.330665187,0.783563241,-0.186185873
-0.000413506,-0.208762654,0.250733194,-0.330317656,0.782072657,-0.186053654
-0.000460374,-0.208588315,0.250246758,-0.329970125,0.780582073,-0.185921435
-0.000507241,-0.208413975,0.249760323,-0.329622594,0.779091489,-0.185789216
-0.000554109,-0.208239636,0.249273888,-0.329275062,0.777600905,-0.185656997
-0.000600977,-0.208065297,0.248787453,-0.328927531,0.776110321,-0.185524779
-0.000647845,-0.207890957,0.248301018,-0.32858,0.774619737,-0.18539256
-0.000694712,-0.207716618,0.247814582,-0.328232469,0.773129153,-0.185260341
-0.00074158,-0.207542278,0.247328147,-0.327884938,0.771638569,-0.185128122
-0.000788448,-0.207367939,0.246841712,-0.327537407,0.770147985,-0.184995903
-0.000835316,-0.207193599,0.246355277,-0.327189876,0.768657401,-0.184863684
-0.000882184,-0.20701926,0.245868842,-0.326842345,0.767166817,-0.184731465
-0.000929051,-0.206844921,0.245382406,-0.326494814,0.765676233,-0.184599247
-0.000975919,-0.206670581,0.244895971,-0.326147282,0.76418565,-0.184467028
-0.001022787,-0.206496242,0.244409536,-0.325799751,0.762695066,-0.184334809
-0.001069655,-0.206321902,0.243923101,-0.32545222,0.761204482,-0.18420259
-0.001116523,-0.206147563,0.243436666,-0.325104689,0.759713898,-0.184070371
-0.00116339,-0.205973224,0.24295023,-0.324757158,0.758223314,-0.183938152
-0.001210258,-0.205798884,0.242463795,-0.324409627,0.75673273,-0.183805933
-0.001257126,-0.205624545,0.24197736,-0.324062096,0.755242146,-0.183673715
-0.001303994,-0.205450205,0.241490925,-0.323714565,0.753751562,-0.183541496
-0.001350861,-0.205275866,0.241004489,-0.323367034,0.752260978,-0.183409277
-0.001397729,-0.205101526,0.240518054,-0.323019502,0.750770394,-0.183277058
-0.001444597,-0.204927187,0.240031619,-0.322671971,0.74927981,-0.183144839
-0.001491465,-0.204752848,0.239545184,-0.32232444,0.747789226,-0.18301262
-0.001538333,-0.204578508,0.239058749,-0.321976909,0.746298642,-0.182880401
-0.0015852,-0.204404169,0.238572313,-0.321629378,0.744808058,-0.182748183
-0.001632068,-0.204229829,0.238085878,-0.321281847,0.743317474,-0.182615964
-0.001678936,-0.20405549,0.237599443,-0.320934316,0.74182689,-0.182483745
-0.001725804,-0.20388115,0.237113008,-0.320586785,0.740336306,-0.182351526
-0.001772672,-0.203706811,0.236626573,-0.320239254,0.738845722,-0.182219307
-0.001819539,-0.203532472,0.236140137,-0.319891723,0.737355138,-0.182087088
-0.001866407,-0.203358132,0.235653702,-0.319544191,0.735864554,-0.18195487
-0.001913275,-0.203183793,0.235167267,-0.31919666,0.73437397,-0.181822651
-0.001960143,-0.203009453,0.234680832,-0.318849129,0.732883386,-0.181690432
-0.00200701,-0.202835114,0.234194397,-0.318501598,0.731392802,-0.181558213
-0.002053878,-0.202660774,0.233707961,-0.318154067,0.729902218,-0.181425994
-0.002100746,-0.202486435,0.233221526,-0.317806536,0.728411634,-0.181293775
-0.002147614,-0.202312096,0.232735091,-0.317459005,0.72692105,-0.181161556
-0.002194482,-0.202137756,0.232248656,-0.317111474,0.725430466,-0.181029338
-0.002241349,-0.201963417,0.231762221,-0.316763943,0.723939882,-0.180897119
-0.002288217,-0.201789077,0.231275785,-0.316416411,0.722449298,-0.1807649
-0.002335085,-0.201614738,0.23078935,-0.31606888,0.720958714,-0.180632681
-0.002381953,-0.201440398,0.230302915,-0.315721349,0.71946813,-0.180500462
-0.002428821,-0.201266059,0.22981648,-0.315373818,0.717977546,-0.180368243
-0.002475688,-0.20109172,0.229330045,-0.315026287,0.716486962,-0.180236024
-0.002522556,-0.20091738,0.228843609,-0.314678756,0.714996378,-0.180103806
-0.002569424,-0.200743041,0.228357174,-0.314331225,0.713505794,-0.179971587
-0.002616292,-0.200568701,0.227870739,-0.313983694,0.71201521,-0.179839368
-0.002663159,-0.200394362,0.227384304,-0.313636163,0.710524626,-0.179707149
-0.002710027,-0.200220022,0.226897868,-0.313288631,0.709034043,-0.17957493
-0.002756895,-0.200045683,0.226411433,-0.3129411,0.707543459,-0.179442711
-0.002803763,-0.199871344,0.225924998,-0.312593569,0.706052875,-0.179310492
-0.002850631,-0.199697004,0.225438563,-0.312246038,0.704562291,-0.179178274
-0.002897498,-0.199522665,0.224952128,-0.311898507,0.703071707,-0.179046055
-0.002944366,-0.199348325,0.224465692,-0.311550976,0.701581123,-0.178913836
-0.002991234,-0.199173986,0.223979257,-0.311203445,0.700090539,-0.178781617
-0.003038102,-0.198999647,0.223492822,-0.310855914,0.698599955,-0.178649398
-0.00308497,-0.198825307,0.223006387,-0.310508383,0.697109371,-0.178517179
-0.003131837,-0.198650968,0.222519952,-0.310160852,0.695618787,-0.17838496
-0.003178705,-0.198476628,0.222033516,-0.30981332,0.694128203,-0.178252742
-0.003225573,-0.198302289,0.221547081,-0.309465789,0.692637619,-0.178120523
-0.003272441,-0.198127949,0.221060646,-0.309118258,0.691147035,-0.177988304
-0.003319308,-0.19795361,0.220574211,-0.308770727,0.689656451,-0.177856085
-0.003366176,-0.197779271,0.220087776,-0.308423196,0.688165867,-0.177723866
-0.003413044,-0.197604931,0.21960134,-0.308075665,0.686675283,-0.177591647
-0.003459912,-0.197430592,0.219114905,-0.307728134,0.685184699,-0.177459429
-0.00350678,-0.197256252,0.21862847,-0.307380603,0.683694115,-0.17732721
-0.003553647,-0.197081913,0.218142035,-0.307033072,0.682203531,-0.177194991
-0.003600515,-0.196907573,0.2176556,-0.30668554,0.680712947,-0.177062772
-0.003647383,-0.196733234,0.217169164,-0.306338009,0.679222363,-0.176930553
-0.003694251,-0.196558895,0.216682729,-0.305990478,0.677731779,-0.176798334
-0.003741119,-0.196384555,0.216196294,-0.305642947,0.676241195,-0.176666115
-0.003787986,-0.196210216,0.215709859,-0.305295416,0.674750611,-0.176533897
-0.003834854,-0.196035876,0.215223423,-0.304947885,0.673260027,-0.176401678
-0.003881722,-0.195861537,0.214736988,-0.304600354,0.671769443,-0.176269459
-0.00392859,-0.195687197,0.214250553,-0.304252823,0.670278859,-0.17613724
-0.003975458,-0.195512858,0.213764118,-0.303905292,0.668788275,-0.176005021
-0.004022325,-0.195338519,0.213277683,-0.30355776,0.667297691,-0.175872802
-0.004069193,-0.195164179,0.212791247,-0.303210229,0.665807107,-0.175740583
-0.004116061,-0.19498984,0.212304812,-0.302862698,0.664316523,-0.175608365
-0.004162929,-0.1948155,0.211818377,-0.302515167,0.662825939,-0.175476146
-0.004209796,-0.194641161,0.211331942,-0.302167636,0.661335355,-0.175343927
-0.004256664,-0.194466821,0.210845507,-0.301820105,0.659844771,-0.175211708
-0.004303532,-0.194292482,0.210359071,-0.301472574,0.658354187,-0.175079489
-0.0043504,-0.194118143,0.209872636,-0.301125043,0.656863603,-0.17494727
-0.004397268,-0.193943803,0.209386201,-0.300777512,0.655373019,-0.174815051
-0.004444135,-0.193769464,0.208899766,-0.300429981,0.653882436,-0.174682833
-0.004491003,-0.193595124,0.208413331,-0.300082449,0.652391852,-0.174550614
-0.004537871,-0.193420785,0.207926895,-0.299734918,0.650901268,-0.174418395
-0.004584739,-0.193246445,0.20744046,-0.299387387,0.649410684,-0.174286176
-0.004631607,-0.193072106,0.206954025,-0.299039856,0.6479201,-0.174153957
-0.004678474,-0.192897767,0.20646759,-0.298692325,0.646429516,-0.174021738
-0.004725342,-0.192723427,0.205981155,-0.298344794,0.644938932,-0.173889519
-0.00477221,-0.192549088,0.205494719,-0.297997263,0.643448348,-0.173757301
-0.004819078,-0.192374748,0.205008284,-0.297649732,0.641957764,-0.173625082
